headline,label
ಕಥೆಯೊಂದು ಶುರುವಾಗಿದೆ: ನಟ ದಿಗಂತ್ ಮತ್ತು ಚಿತ್ರತಂಡದೊಂದಿಗಿನ ವಿಶೇಷ ಸಂದರ್ಶನ,entertainment
PHOTOS: ಶುಕ್ರವಾರ(ಜ.11) ದರ್ಶನ ನೀಡಲಿದ್ದಾನೆ ನಿಮ್ಮ ಈ 'ಲಂಬೋದರ'..!,entertainment
ಭಾರತ-ಇಂಗ್ಲೆಂಡ್: ಸರಣಿ ಗೆದ್ದರೆ ಕೊಹ್ಲಿ ಪಡೆ ನಿರ್ಮಿಸಲಿದೆ ಮಗದೊಂದು ದಾಖಲೆ,sports
VIDEO: ಸ್ಯಾಂಡಲ್​ವುಡ್​ ಸಿಂಡ್ರೆಲ್ಲಾ ಇಸ್​ ಬ್ಯಾಕ್​: 'ಆದಿ ಲಕ್ಷಿ ಪುರಾಣ'ದಲ್ಲಿ ನಯನ ಮನೋಹರಿ ರಾಧಿಕಾ ಪಂಡಿತ್,entertainment
ಸಿನಿಮಾ ಬಗೆಗಿನ ನಿರೀಕ್ಷೆಯನ್ನು ಮತ್ತಷ್ಟು ಹೆಚ್ಚಿಸಿದ 'ಗಲ್ಲಿ ಬಾಯ್​' ಟ್ರೈಲರ್​..!,entertainment
ಟ್ರಾಫಿಕ್ ಸಮಸ್ಯೆಗೆ ಪರಿಹಾರ: ಉಬರ್​ನಿಂದ ಹಾರುವ ಟ್ಯಾಕ್ಸಿ ಸೇವೆ,tech
"5 ರನ್​ಗಳಿಗೆ ಔಟಾದ ಕ್ಯಾಪ್ಟನ್ ಕೊಹ್ಲಿ, ಆಘಾತಗೊಂಡು ಬೆಂಕಿ ಹಚ್ಚಿಕೊಂಡ ಅಭಿಮಾನಿ",sports
ಬಿಜೆಪಿ ಟಿಕೆಟ್`ಗಾಗಿ 50 ಕೆ.ಜಿ. ತೂಕ ಇಳಿಸಿಕೊಂಡ ಹಾಸ್ಯ ನಟ ಬುಲೆಟ್ ಪ್ರಕಾಶ್..?,entertainment
ಟಿ-20 ಕ್ರಿಕೆಟ್​​ನಲ್ಲಿ ನೂತನ ದಾಖಲೆ ಬರೆದ ರನ್​​​ ಮಿಷಿನ್ 'ಕೊಹ್ಲಿ',sports
`ಗಜ' ಚಾಲೆಂಜಿಂಗ್‍ ಸ್ಟಾರ್ ಆದರೆ `ಮದಗಜ' ಆಗೋರು ಯಾರು ಗೊತ್ತಾ?,entertainment
ದೀಪ್​ವೀರ್​ ಮದುವೆ ಮೇಲೆ ಕೆಂಗಣ್ಣು; ಸಂಪ್ರದಾಯ ಪಾಲನೆ ಆಗಿಲ್ಲ ಎಂದ ಸಿಖ್​ ಸಂಘಟನೆ,entertainment
ನಿತೀಶ್ ರಾಣ-ದಿನೇಶ್ ಕಾರ್ತಿಕ್ ಆರ್ಭಟ: ಜೈಪುರದಲ್ಲಿ ಕೋಲ್ಕತ್ತಾ ಗೆಲುವಿನ ಕೇಕೆ,sports
ಚಿರನಿದ್ರೆಗೆ ಜಾರಿದ ಬ್ರಹ್ಮಾವರದ 'ಬ್ರಹ್ಮಕಮಲ': ಕಂಬನಿ ಮಿಡಿದ ಜಗ್ಗೇಶ್​-ದರ್ಶನ್​,entertainment
ಭಾರತದಲ್ಲಿ ಸ್ವಾತಂತ್ರ್ಯ ನಂತರದ ಕ್ರೀಡಾ ಜಗತ್ತಿನ ಅವಿಸ್ಮರಣೀಯ ಕ್ಷಣಗಳು..!,sports
ಈ ಆ್ಯಪ್​ ಮೂಲಕ ಹುತಾತ್ಮ ಯೋಧರ ಕುಟುಂಬಗಳಿಗೆ ನೆರವಾಗಿ,tech
ಬಾಲಿವುಡ್​ನ ಸ್ಟೈಲ್​ ದಿವಾ ಸೋನಮ್​ ಕಪೂರ್​ ಮದುವೆ ದಿನಾಂಕ: ನವ ಜೀವನಕ್ಕೆ ಕಾಲಿಡಲು ದಿನ ಗಣನೆ ಆರಂಭ,entertainment
ಅತಿಥಿ: ಸುಮಲತಾ ಅಂಬರೀಶ್​​ ಅವರೊಂದಿಗಿನ ವಿಶೇಷ ಸಂದರ್ಶನ: ಭಾಗ2,entertainment
ಅಬ್ಬಾ..! ಐಪಿಎಲ್ ಇತಿಹಾಸದಲ್ಲೂ ಇದೆ ಸಿಕ್ಸರ್​​​ಗಳ ಸರದಾರನ​​ ದಾಖಲೆಗಳು,sports
ದರ್ಶನ್​ ತೆಗೆದ ವನ್ಯಜೀವಿ ಛಾಯಾಚಿತ್ರ ಪ್ರದರ್ಶನ ಆರಂಭ,entertainment
60 ಸೆಕೆಂಡ್​ನಲ್ಲೇ ಕಾರಾಗಿ ಮಾರ್ಪಾಡಾಗುವ ರೋಬೋಟ್​,tech
ಡಿಸೆಂಬರ್​2ಕ್ಕೆ ಪ್ರಿಯಾಂಕಾ-ನಿಕ್​ ಮದುವೆ: ಜೋಡಿಯ ಭೇಟಿಗೆ ಅಭಿಮಾನಿಗಳಿಗೆ ಸಿಗಲಿದೆ ಎರಡು ಗಂಟೆ ಅವಕಾಶ..!,entertainment
ಕೊಳವೆಬಾವಿಯಲ್ಲಿ ಸಿಲುಕಿದ ಮಗು ಹೊರತೆಗೆಯಲಿದೆ ರೊಬೊಟಿಕ್ ಯಂತ್ರ,tech
ಆನ್​ಫೀಲ್ಡ್​ನಲ್ಲೂ ಕೂಲ್- ಆಫ್ ಫೀಲ್ಡ್​ನಲ್ಲೂ ಸಿಂಪಲ್: ಬೀದಿನಾಯಿಗಳಿಗೆ ಧೋನಿಯಿಂದ ವಿಶಿಷ್ಠ ತರಭೇತಿ,sports
ಬಾಲಿವುಡ್​ ಸಿನಿಮಾದಲ್ಲಿ ಕಿಚ್ಚ-ಅಮಿತಾಭ್ ಜೋಡಿ: ಸಿನಿಮಾಕ್ಕೆ ಕತೆ ಬರೆಯಲು ಆರಂಭಿಸಿದ ರಿಷಭ್​,entertainment
ATM ವಂಚನೆಯಿಂದ ಪಾರಾಗಲು SBI ಬ್ಯಾಂಕ್ ನೀಡುತ್ತಿದೆ ಉಚಿತ ಡೆಬಿಟ್ ಕಾರ್ಡ್​,tech
ಬಾಲಿವುಡ್ ಬೆಡಗಿ ಜತೆ  ಖ್ಯಾತ ಕ್ರಿಕೆಟಿಗ ಕೆ.ಎಲ್ ರಾಹುಲ್,sports
IPL 2018: ಯಾವ ಯಾವ ಟೀಂನಲ್ಲಿ ಯಾವೆಲ್ಲಾ ಪ್ಲೇಯರ್ಸ್​ ಇದ್ದಾರೆ? ಇಲ್ಲಿದೆ ಸಂಪೂರ್ಣ ಪಟ್ಟಿ,sports
ಕಾಮನ್ವೆಲ್ತ್ ಗೇಮ್ಸ್: 26 ಚಿನ್ನದೊಂದಿಗೆ 3ನೇ ಸ್ಥಾನ ಪಡೆದ ಭಾರತ,sports
ನಿಮ್ಮ ಮೊಬೈಲ್​ ಮೂರನೇ ಮಹಡಿಯಿಂದ ಬಿದ್ದರು ಏನು ಆಗಲ್ಲ..!,tech
"'ಕೆಲವೊಮ್ಮೆ ಗೆಲ್ಲುತ್ತೇವೆ, ಸೋತಾಗ ಪಾಠ ಕಲಿಯುತ್ತೇವೆ'; ಫೇಸ್​ಬುಕ್​​​ನಲ್ಲಿ ಕೊಹ್ಲಿ ಪೋಸ್ಟ್",sports
"India vs Australia, Live Cricket Score: ಆಸ್ಟ್ರೇಲಿಯಾಕ್ಕೆ ರೋಚಕ ಜಯ; ಬುಮ್ರಾ ಹೋರಾಟ ವ್ಯರ್ಥ",sports
ಸೂಪರ್ ಸ್ಟಾರ್ ರಜನಿಕಾಂತ್ ಮುಂದಿನ ಚಿತ್ರಕ್ಕೆ ವಿಲನ್ ಯಾರು ಗೊತ್ತಾ?,entertainment
ಫ್ಲೈಟ್​ನಲ್ಲಿ ಕುಂಬ್ಳೆ ಕಂಡು ಮಾತನಾಡಿಸಲು ಹೆದರಿದ ಅಭಿಮಾನಿಗೆ ಅನಿಲ್​ ಹೇಳಿದ್ದೇನು?,sports
ಫಿಫಾ ವಿಶ್ವಕಪ್ 2018: ಸಚಿನ್ ತೆಂಡೂಲ್ಕರ್ ಬೆಂಬಲ ಯಾವ ತಂಡಕ್ಕೆ..?,sports
ಎರಡನೇ ಬಾರಿಗೆ ತಂದೆಯಾದ ಖುಷಿಯಲ್ಲಿ ಜೂನಿಯರ್​ ಎನ್​ಟಿಆರ್​!,entertainment
ಕಾಲೆಳೆದ ಕ್ರಿಕೆಟಿಗನಿಗೆ ವಿರಾಟ್ ಕೊಹ್ಲಿ ಕೊಟ್ರು ತಿರುಗಿ ನೋಡುವಂತಹ ತಿರುಗೇಟು,sports
'ಪ್ರೀಮಿಯರ್​ ಪದ್ಮಿನಿ' ಏರಲಿರುವ ನವರಸ ನಾಯಕ ಜಗ್ಗೇಶ್​,entertainment
ಚೈನಾದಲ್ಲು ಕಮಾಲ್ ಮಾಡಿದ ‘ಬಜರಂಗಿ ಭಾಯಿಜಾನ್’,entertainment
ಸಾರ್ವಕಾಲಿಕ ಟೆಸ್ಟ್ ಶ್ರೇಯಾಂಕದಲ್ಲಿ ಬ್ರಿಯಾನ್ ಲಾರಾ ಹಿಂದಿಕ್ಕಿದ ವಿರಾಟ್ ಕೊಹ್ಲಿ,sports
ಮಯಾಂಕ್ ಜೀವನದಲ್ಲಿ ಆಟವಾಡಬೇಡಿ: ಕನ್ನಡಿಗನ ಪರ ಧ್ವನಿ ಎತ್ತಿದ ಭಾರತದ ಕ್ರಿಕೆಟರ್,sports
ನಾಲ್ಕೂವರೆ ವರ್ಷಗಳ ಕಿರುತೆರೆ ಜರ್ನಿ ಮುಕ್ತಾಯ; ಬಿಗ್​ಬಾಸ್​ಗೆ ಹೋಗ್ತಾರಾ 'ಪುಟ್ಟಗೌರಿ'?,entertainment
ಸನ್ನಿ ಜೀವನಾಧಾರಿತ ವೆಬ್ ​ಸೀರೀಸ್​ ಟ್ರೇಲರ್​ ಬಿಡುಗಡೆ; ಜು.16ರಿಂದ ಶುರುವಾಗಲಿದೆ ಹಾಟ್​ ಬೆಡಗಿಯ ಕಥೆ,entertainment
Madhubala's 86th Birthday Google Doodle: ಖ್ಯಾತ ಬಾಲಿವುಡ್ ನಟಿ ಮಧುಬಾಲಾಗೆ ಗೂಗಲ್ ಡೂಡಲ್ ಗೌರವ,entertainment
ಬಿಎಫ್​ಸಿಗೆ 6ನೇ ಜಯ; ಕೋಲ್ಕತಾಗೆ ಸೋಲುಣಿಸಿದ ಬೆಂಗಳೂರಿಗರು,sports
ರಶ್ಮಿಕಾ ಬ್ರೇಕ್​ ಅಪ್​ ಬಗ್ಗೆ ಮೊದಲಬಾರಿ ಬಾಯ್ಬಿಟ್ಟ ನಟ ವಿಜಯ್​ ದೇವರಕೊಂಡ,entertainment
ಅಂಚೆ ಕಚೇರಿ ಉಳಿತಾಯ ಯೋಜನೆಗಳು: ತಿಂಗಳಿಗೆ ಕೇವಲ 10 ರೂ. ಹೂಡಿಕೆ ಮಾಡಿದರೂ ಸಿಗುತ್ತೆ ಅತ್ಯುತ್ತಮ ಬಡ್ಡಿದರ,tech
(LIVE): ಐಪಿಎಲ್ 2018: ಡೆಲ್ಲಿ ಡೇರ್ ಡೆವಿಲ್ಸ್ vs ಮುಂಬೈ ಇಂಡಿಯನ್ಸ್: ಮುಂಬೈ ಪ್ಲೇ ಆಫ್ ಕನಸು ಭಗ್ನ: ಡೆಲ್ಲಿಗೆ 11 ರನ್​ಗಳ ಭರ್ಜರಿ ಜಯ,sports
VIDEO: ಫುಟ್​ಬಾಲ್ ಪಂದ್ಯದ ವೇಳೆ ಆಟಗಾರರ ಮೇಲೆ ಶೂ ಎಸೆತ,sports
'ಕೆ. ಎಲ್. ರಾಹುಲ್​ರನ್ನು ತಂಡದಿಂದ ಕೈ ಬಿಡುವುದು ಸೂಕ್ತ': ಸುನೀಲ್ ಗವಾಸ್ಕರ್,sports
ವಾಟ್ಸ್​ಆ್ಯಪ್​ ಮೇಲೆ ನಿಗಾವಹಿಸಲಿದೆ ಪೊಲೀಸ್ ಇಲಾಖೆ..!,tech
ಚೆಂಡು ವಿರೂಪ ಪ್ರಕರಣ: ಚಂಡಿಮಲ್ ಸೇರಿದಂತೆ ಮೂವರನ್ನು ಅಮಾನತ್ತು ಮಾಡಿದ ಐಸಿಸಿ,sports
"KGF Movie: ವಿಶ್ವಾದ್ಯಂತ 2,000 ಚಿತ್ರಮಂದಿರಗಳಲ್ಲಿ 'ಕೆಜಿಎಫ್​' ರಿಲೀಸ್​; ಮುಂಜಾನೆ 4 ಗಂಟೆಯಿಂದಲೇ ಆರಂಭವಾಯ್ತು ಶೋ",entertainment
ಬಿಹಾರ್​ ಕ್ರಿಕೆಟ್ ಸಂಸ್ಥೆ ರಣಜಿ ಟೂರ್ನಿಯಲ್ಲಿ ಪಾಲ್ಗೊಳ್ಳಲು ಅನುಮತಿ: ಸುಪ್ರೀಂ ಕೋರ್ಟ್ ನಿಂದ ಬಿಸಿಸಿಐಗೆ ಸೂಚನೆ,sports
ಬರ್ತ್​ಡೆ ಬೆಡಗಿ ಸೋನಾಕ್ಷಿ ಸಿನ್ಹಾ ಬಗ್ಗೆ ನಿಮಗೆ ಗೊತ್ತಿರದ ವಿಷಯಗಳು,entertainment
PHOTO: ಇಂಗ್ಲೆಂಡ್​ನಲ್ಲಿ ಸೆಲ್ಫಿ ಕ್ಲಿಕ್ಕಿಸಿ ಕ್ಲಿಕ್ ಆದ ಟೀಂ ಇಂಡಿಯಾ ಆಟಗಾರರು,sports
ಸೈಬರ್​​ ಕ್ರೈಮ್​​: 50 ಮಿಲಿಯನ್​​​ಗೂ ಹೆಚ್ಚು ಖಾತೆಗಳು ಹ್ಯಾಕ್​​; ಫೇಸ್ಬುಕ್​​​​​ ಸಂಸ್ಥೆಯಿಂದ ಅಧಿಕೃತ ಮಾಹಿತಿ!,tech
ಸ್ನಿಗ್ಧ ಸುಂದರಿ ಸೌಂದರ್ಯ ನಮ್ಮನ್ನೆಲ್ಲ ಅಗಲಿ ಇಂದಿಗೆ 14 ವರ್ಷ,entertainment
ಕೆಸಿಸಿ ಪಂದ್ಯದ ಮೂಲಕ ಕೊಡಗು ಸಂತ್ರಸ್ತರಿಗೆ ನೆರವಿನ ಹಸ್ತ ಚಾಚಿದ ಕನ್ನಡ ಚಿತ್ರರಂಗ,entertainment
"Live Cricket Score, India vs Australia, 3rd T20I: ಸರಣಿ ಸಮಬಲ ಮಾಡಿಕೊಂಡ ಕೊಹ್ಲಿ ಪಡೆ: ಭಾರತಕ್ಕೆ 6 ವಿಕೆಟ್​ಗಳ ಜಯ",sports
ಏಕದಿನ ಸರಣಿಯಲ್ಲಿ ಕಾರ್ತಿಕ್ ಹೆಸರು​ ಯಾಕಿಲ್ಲ?: ಬಿಸಿಸಿಐ ನೀಡಿದ ಉತ್ತರ ಏನು ಗೊತ್ತಾ?,sports
ಬೇಬಿ ಸಿಟ್ಟಿಂಗ್ ಜಾಹೀರಾತು; ಸೆಹ್ವಾಗ್​​​ಗೆ ಖಡಕ್ ಎಚ್ಚರಿಕೆ ನೀಡಿದ ಹೇಡನ್​​​ಗೆ ಪಂತ್​ನಿಂದ ಪಂಚ್,sports
ಐಪಿಎಲ್​ 2018: ಜೈಪುರದಲ್ಲಿ ರಾಜಸ್ಥಾನಕ್ಕೆ ಜಯ ತಂದು ಕೊಟ್ಟ ಗೌತಮ್-ಅರ್ಚೆರ್: ರೋಹಿತ್ ಪಡೆಗೆ 4ನೇ ಸೋಲು,sports
'ದಿ ವಿಲನ್' ಸಿನಿಮಾದಲ್ಲಿ ಹೊಸ ಗೆಟಪ್​ನಲ್ಲಿ ಶಿವಣ್ಣ,entertainment
(PHOTOS): ಐಸಿಸಿ ಹಾಲ್ ಆಫ್ ಫೇಮ್​​​ ಗೌರವಕ್ಕೆ ಪಾತ್ರರಾದ 5 ಭಾರತೀಯ ಕ್ರಿಕೆಟಿಗರು,sports
ಐತಿಹಾಸಿಕ ಟೆಸ್ಟ್​ : ಭಾರತದ ವಿರುದ್ಧ ಪಂದ್ಯಕ್ಕೆ 'ತಾಲಿಬಾನ್' ಕ್ರಿಕೆಟಿಗ !,sports
"ಸೆಟ್ಟೇರಲಿದೆ ಪುನೀತ್ ನಿರ್ಮಾಣದ 2ನೇ ಸಿನಿಮಾ : ಆಗ `ಕವಲುದಾರಿ', ಈಗ `ಮಾಯಾಬಜಾರ್'",entertainment
ವರ್ಷದ ಬಳಿಕ ತಂಡಕ್ಕೆ ಮರಳಿದ ಸುರೇಶ್ ರೈನಾ,sports
ಟ್ರೋಲಿಗರಿಗೆ ಆಹಾರವಾಯಿತು ಶಾರುಖ್​ ಮಗಳ ಬಿಕಿನಿ ಧರಿಸಿದ ಫೋಟೋ!,entertainment
ದರ್ಶನ್ ಬಳಿ ಇರೋ ಯಾವ ಕಾರಿಗೆ ? ಎಷ್ಟು ಬೆಲೆ ಗೊತ್ತಾ ?,entertainment
Video: 'ನಟಸಾರ್ವಭೌಮ'ನಾಗಿ ಬಂದ ಪವರ್​ಸ್ಟಾರ್; ಭರ್ಜರಿ ಮನರಂಜನೆ ಗ್ಯಾರಂಟಿ,entertainment
"India vs West Indies, Live Score, 3rd T20I: ರೋಚಕ ಪಂದ್ಯದಲ್ಲಿ ಭಾರತಕ್ಕೆ ಒಲಿದ ಜಯ: ಸರಣಿ ಕ್ಲೀನ್ ಸ್ವೀಪ್",sports
"ಪಾಕ್, ಕೊರಿಯಾಗೆ ಸುಲಭ ಗೆಲುವು; ಇಂದು ಭಾರತಕ್ಕೆ ಪಾಕ್ ಸವಾಲು",sports
ರಾಜ್ಯದಲ್ಲಿ ಕಮಲ್​ ಹಾಸನ್ ಹಾಗೂ ರಜನಿಕಾಂತ್​ ಸಿನಿಮಾ ಪ್ರದರ್ಶನ ಇಲ್ಲ: ಸಾ.ರಾ. ಗೋವಿಂದು,entertainment
ರಿಲಾಯನ್ಸ್ ಜಿಯೋದಿಂದ ಗ್ರಾಹಕರಿಗೆ ಭರ್ಜರಿ ಹೊಸ ವರ್ಷದ ಗಿಫ್ಟ್,tech
ಡೇವಿಸ್ ಕಪ್: ಇಟಲಿ ವಿರುದ್ಧ ಭಾರತಕ್ಕೆ ಸೋಲು; ಗ್ರೂಪ್ ಹಂತಕ್ಕೆ ಹಿಂಬಡ್ತಿ,sports
ಅಭ್ಯಾಸ ಪಂದ್ಯದಲ್ಲೇ ಮುಗ್ಗರಿಸಿದ ಕೊಹ್ಲಿ ಪಡೆ: ಮೊದಲ ದಿನದಾಟದ ಅಂತ್ಯಕ್ಕೆ ಭಾರತ 322/6,sports
ವೈರಲ್ ಆಗುತ್ತಿದೆ ಇಂಗ್ಲೆಂಡ್​ನಲ್ಲಿರುವ 'ವಿರುಷ್ಕಾ' ಫೋಟೋ..! ಅಂಥದ್ದೇನಿದೆ ಗೊತ್ತಾ..?,entertainment
"ಸಲ್ಲು ಬಗ್ಗೆ ಮಾಹಿತಿ ನೀಡಿ ಎಂದು ಅರ್ಜಿ ಹಾಕಿದ್ರೆ, ಸಲ್ಮಾನ್​ ಬಳಿಯೇ ಅನುಮತಿ ಕೇಳಿದ್ರು!",entertainment
ಐಪಿಎಲ್​ 2018: ಪಂಜಾಬ್​ ತಂಡದ ಬಲ ಹಾಗೂ ದೌರ್ಬಲ್ಯ,sports
ವಿಮರ್ಶೆ: 'ಮಹಾನಟಿ' ಸಿನಿಮಾದಲ್ಲಿ ಪ್ರೇಕ್ಷಕರ ಕಣ್ಣಲ್ಲಿ ನೀರು ತರಿಸಿದ ಕೀರ್ತಿ ಸುರೇಶ್​,entertainment
ನಾಳೆ(ಆ.31) ಜಲೀಲನಾಗಿ ನಿಮ್ಮ ಮುಂದೆ ಬರಲಿದ್ದಾರೆ ರೆಬೆಲ್​ ಸ್ಟಾರ್​ ಅಂಬಿ..!,entertainment
ಐಪಿಎಲ್ 2018: ರಾಯುಡು ಬೊಂಬಾಟ್ ಆಟ: ಚೆನ್ನೈಗೆ 8 ವಿಕೆಟ್‍ಗಳ ಭರ್ಜರಿ ಜಯ,sports
'ಆಕ್ಸಿಡೆಂಟಲ್​ ಪ್ರೈಮ್​ ಮಿನಿಸ್ಟರ್​' ಚಿತ್ರದಲ್ಲಿ ಸೋನಿಯಾ ಗಾಂಧಿ ಪಾತ್ರ ಮಾಡಿದ ಈ ನಟಿ ಯಾರು ಗೊತ್ತಾ?,entertainment
"ಕೇವಲ 9 ರೂಪಾಯಿಗಳಿಗೆ ಅನಿಯಮಿತ ಕರೆ, SMS ಕೂಡಾ ಫ್ರೀ",tech
ಬಾಲ್ಯದ ನೆನಪುಗಳನ್ನು ಹಸಿರಾಗಿಸುವ ಚಿತ್ರಗಳನ್ನು ಪೋಸ್ಟ್​ ಮಾಡಿದ ಸೋನಮ್​!,entertainment
PHOTOS: ಅಂಬಿಯ ಸಿನಿ ಜೀವನದ ಹಾದಿಯನ್ನು ಪರಿಚಯಿಸುವ ಕೆಲವು ಅರೂಪದ ಚಿತ್ರಗಳು..!,entertainment
"ನಿಮ್ಮ ನೆರೆಮನೆಯವರ ಬಗ್ಗೆಯೂ ಮಾಹಿತಿ ನೀಡುತ್ತೆ ಗೂಗಲ್, ಲಾಂಚ್ ಆಯ್ತು ಈ ಆ್ಯಪ್!",tech
ಬಿಡುಗಡೆಯಾಯಿತು ವಸಿಷ್ಠ ಅಭಿನಯದ 'ಕಾಲಚಕ್ರ' ಸಿನಿಮಾದ ಮೋಷನ್​ ಪೋಸ್ಟರ್​,entertainment
ಲಾರ್ಡ್ಸ್​ ಟೆಸ್ಟ್​ನಲ್ಲಿ ಟೀಂ ಇಂಡಿಯಾದ ಸೋಲಿನ ಬಳಿಕ ರವಿ ಶಾಸ್ತ್ರಿಗೆ ಗೇಟ್​ ಪಾಸ್​?,sports
ಟೀಂ ಇಂಡಿಯಾಗೆ ಮರಳಿದ ಧೋನಿಯ ನಂಬಿಕಸ್ಥ ಆಲ್​ ರೌಂಡರ್ ಸುರೇಶ್ ರೈನಾ,sports
ಐಶ್​-ಅಭಿ ಮುದ್ದುಮಗಳು ಆರಾಧ್ಯ ಹುಟ್ಟು ಹಬ್ಬದ ಅಪರೂಪದ ಚಿತ್ರಗಳು,entertainment
ನಡು ರಸ್ತೆಯಲ್ಲಿ ಬಾಟಲ್​ ಹಿಡಿದು ಕುಡಿದು ತೂರಾಡಿದ ಹುಚ್ಚ ವೆಂಕಟ್​,entertainment
TRAILER: 'ಆನೆ ನಡೆದಿದ್ದೇ ದಾರಿ ತಾಕತ್ತಿದ್ದರೆ ಕಟ್ಟಾಕು': 'ಯಜಮಾನ'ನ ಮಾಸ್​ ಎಂಟ್ರಿ,entertainment
ಐಪಿಎಲ್ 2018: ಮಿಂಚಲು ಸಿದ್ಧರಿದ್ದಾರೆ 6 ಕನ್ನಡಿಗರು,sports
1.30 ಲಕ್ಷಕ್ಕೆ ಹರಾಜಾಯ್ತು ನಟಿ ಶ್ರೀದೇವಿ ಫೇವರಿಟ್​ ಸೀರೆ!,entertainment
ಅಭಿಮಾನಿಗಳಿಗೆ ನಾನು ಕೊಟ್ಟ ನೋವಿಗೆ ಕ್ಷಮೆಯಷ್ಟೇ ಕೇಳಬಲ್ಲೆ: ಕಣ್ಣೀರು ಹಾಕಿದ ಸ್ಟೀವ್ ಸ್ಮಿತ್,sports
"ಆಸೀಸ್ ಸರಣಿಯಲ್ಲಿ ರಿಷಭ್: 'ಕೀಪಿಂಗ್, ಬ್ಯಾಟಿಂಗ್ ಜೊತೆ ಸ್ಲೆಡ್ಜಿಂಗ್'​​​ನಲ್ಲೂ ಮಿಂಚಿದ ಪಂತ್",sports
ಐಡಿಯಾ ನೀಡಲಿದೆ 30 ಜಿಬಿ ಇಂಟರ್​ನೆಟ್​,tech
ಕಾನ್ಸ್ ಚಲನಚಿತ್ರೋತ್ಸವದಲ್ಲಿ ಬಾಲಿವುಡ್ ಬೆಡಗಿಯರು,entertainment
PHOTOS: ನವರಸ ನಾಯಕ ಜಗ್ಗೇಶ್​ ಈಗ 'ಕಾಳಿದಾಸ ಕನ್ನಡದ ಮೇಷ್ಟ್ರು',entertainment
ಮಾರುಕಟ್ಟೆಗೆ ಅಪ್ಪಳಿಸಲಿದೆ ಮರ್ಸಿಡಸ್ ಎಸ್ ಶ್ರೇಣಿಯ ಹೊಸ ಕಾರ್,tech
ಟೋಪಿ ಹಾಕಿದ ನಿರ್ಮಾಪಕ ಆನಂದ್​ ಅಪ್ಪುಗೊಳ ವಿರುದ್ಧ ಜನರ ಆಕ್ರೋಶ,entertainment
"‘ಪದ್ಮಾವತ್’​ ಎಫೆಕ್ಟ್​ ಬಸ್​ಗಳಿಗೆ ಬೆಂಕಿ,ಮಾಲ್​ಗಳಿಗೆ ಕಲ್ಲು ತೂರಾಟ",entertainment
Amar Trailer: ಅಭಿಷೇಕ್ ಜತೆ ದರ್ಶನ್​ ತೆರೆ ಹಂಚಿಕೊಂಡಿರುವ 'ಅಮರ್​' ಸಿನಿಮಾದ ಟ್ರೈಲರ್​ ಬಿಡುಗಡೆಗೆ ಕ್ಷಣ ಗಣನೆ ಆರಂಭ,entertainment
"ಬಾಕ್ಸಿಂಗ್, ಬ್ರಿಡ್ಜ್​ನಲ್ಲೂ ಸ್ವರ್ಣಬೇಟೆ; ಭಾರತಕ್ಕೆ 15 ಚಿನ್ನಗಳ ಗರಿ",sports
(LIVE): ಐಪಿಎಲ್ 2018: ಡೆಲ್ಲಿ ಡೇರ್ ಡೆವಿಲ್ಸ್ vs ಹೈದರಾಬಾದ್: ಧವನ್-ವಿಲಿಯಮ್ಸನ್ ಬೊಂಬಾಟ್ ಆಟ: ಹೈದರಾಬಾದ್​ಗೆ 9 ವಿಕೆಟ್ಸ್​ಗಳ ಭರ್ಜರಿ ಜಯ,sports
ನಟ ಶಿವರಾಜ್​ ಕುಮಾರ್ ಅನಾರೋಗ್ಯ ಹಿನ್ನಲೆ ಆಸ್ಪತ್ರೆಗೆ ದೌಡಾಯಿಸಿದ ಪುನೀತ್ ರಾಜ್ ಕುಮಾರ್,entertainment
ಮತ್ತೆ ಆಸ್ಪತ್ರೆ ಸೇರಿದ ಬಾಲಿವುಡ್ ಹಿರಿಯ ನಟ ದಿಲೀಪ್ ಕುಮಾರ್,entertainment
ಕೊಲಂಬೋದ ಮೊದಲ ಟಿ-20 ಪಂದ್ಯ: ಭಾರತ ವಿರುದ್ಧ ಶ್ರೀಲಂಕಾಗೆ 5 ವಿಕೆಟ್​ಗಳ ಜಯ,sports
'ಸೊಂಟದ ವಿಷ್ಯ ಬೇಡವೋ ಶಿಷ್ಯ...' ಎನ್ನುತ್ತಿದ್ದ ಸುದೀಪ್​ ಈಗ ಟ್ವಿಟರ್​ನಲ್ಲಿ ನಡುವಿನ ಬಗ್ಗೆ ಬರೆದದ್ದೇನು ಗೊತ್ತಾ..!,entertainment
ಇನ್‌ಸ್ಟಾಗ್ರಾಮ್‌ನಲ್ಲಿ ಅಪಹಾಸ್ಯ ವೀಡಿಯೊ ಹಾಕಿ ಜೈಲು ಸೇರಿದ ಯುವಕ,tech
'ಭಾಗಿ 2' ಸಿನಿಮಾದಲ್ಲಿ ಎವರ್ ಗ್ರೀನ್ 'ಏಕ್ ದೋ ತೀನ್' ಹಾಡು: ವೈರಲ್ ಆಗುತ್ತಿದೆ ಜಾಕ್ಲೀನ್​ ಡಾನ್ಸ್​,entertainment
